quote,author,tags,quote_clean,meta
"“But a mermaid has no tears, and therefore she suffers so much more.”","Hans Christian Andersen,","['suffering', 'tears']","“but a mermaid has no tears, and therefore she suffers so much more.”","Author: Hans Christian Andersen,, Tags: suffering, tears"
"“Is standing by the window muttering about blood something he does all the time?"" asked Simon.""No,"" Jace said. ""Sometimes he sits on the couch and does it.”","Cassandra Clare,","['jace', 'simon']","“is standing by the window muttering about blood something he does all the time?"" asked simon.""no,"" jace said. ""sometimes he sits on the couch and does it.”","Author: Cassandra Clare,, Tags: jace, simon"
“It is a great thing to start life with a small number of really good books which are your very own.”,Arthur Conan Doyle,"['books', 'humor']",“it is a great thing to start life with a small number of really good books which are your very own.”,"Author: Arthur Conan Doyle, Tags: books, humor"
"“It's not the face, but the expressions on it. It's not the voice, but what you say. It's not how you look in that body, but the thing you do with it. You are beautiful.”","Stephenie Meyer,","['inspirational', 'love']","“it's not the face, but the expressions on it. it's not the voice, but what you say. it's not how you look in that body, but the thing you do with it. you are beautiful.”","Author: Stephenie Meyer,, Tags: inspirational, love"
"“Follow your heart, listen to your inner voice, stop caring about what others think.”","Roy T. Bennett,","['be-yourself', 'be-yourself-inspirational', 'be-yourself-quote', 'be-yourself-quotes', 'heart', 'inner-voice', 'inspiration', 'inspirational', 'inspirational-quotes', 'inspire', 'inspiring', 'life', 'life-quotes', 'living', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking', 'wisdom', 'wise']","“follow your heart, listen to your inner voice, stop caring about what others think.”","Author: Roy T. Bennett,, Tags: be-yourself, be-yourself-inspirational, be-yourself-quote, be-yourself-quotes, heart, inner-voice, inspiration, inspirational, inspirational-quotes, inspire, inspiring, life, life-quotes, living, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking, wisdom, wise"
“Top 15 Things Money Canâ€™t BuyTime. Happiness. Inner Peace. Integrity. Love. Character. Manners. Health. Respect. Morals. Trust. Patience. Class. Common sense. Dignity.”,"Roy T. Bennett,","['character', 'class', 'common-sense', 'dignity', 'happiness', 'health', 'inner-peace', 'inspiration', 'inspirational', 'inspirational-quotes', 'integrity', 'life', 'life-quotes', 'love', 'manners', 'money', 'morals', 'patience', 'respect', 'time', 'trust']",“top 15 things money canâ€™t buytime. happiness. inner peace. integrity. love. character. manners. health. respect. morals. trust. patience. class. common sense. dignity.”,"Author: Roy T. Bennett,, Tags: character, class, common-sense, dignity, happiness, health, inner-peace, inspiration, inspirational, inspirational-quotes, integrity, life, life-quotes, love, manners, money, morals, patience, respect, time, trust"
“Fighting for peace is like screwing for virginity.”,George Carlin,"['fighting', 'humor', 'misattributed-george-carlin', 'peace', 'sex']",“fighting for peace is like screwing for virginity.”,"Author: George Carlin, Tags: fighting, humor, misattributed-george-carlin, peace, sex"
"“It's not because I want to make out with her.""Hold on."" He grabbed a pencil and scrawled excitedly at the paper as if he'd just made a mathematical breakthrough and then looked back up at me. ""I just did some calculations, and I've been able to determine that you're full of shit”","John Green,",['funny'],"“it's not because i want to make out with her.""hold on."" he grabbed a pencil and scrawled excitedly at the paper as if he'd just made a mathematical breakthrough and then looked back up at me. ""i just did some calculations, and i've been able to determine that you're full of shit”","Author: John Green,, Tags: funny"
“Ø£Ø­ÙŠØ§Ù†Ù‹Ø§ ÙŠØ³Ø§Ø¹Ø¯Ù†Ø§ Ø§Ù„Ø¢Ø®Ø±ÙˆÙ† Ø¨Ø£Ù† ÙŠÙƒÙˆÙ†ÙˆØ§ Ù�Ù‰ Ø­ÙŠØ§ØªÙ†Ø§ Ù�Ø­Ø³Ø¨”,Ø£Ø­Ù…Ø¯ Ø®Ø§Ù„Ø¯ ØªÙˆÙ�ÙŠÙ‚,['life'],“ø£ø­ùšø§ù†ù‹ø§ ùšø³ø§ø¹ø¯ù†ø§ ø§ù„ø¢ø®ø±ùˆù† ø¨ø£ù† ùšùƒùˆù†ùˆø§ ù�ù‰ ø­ùšø§øªù†ø§ ù�ø­ø³ø¨”,"Author: Ø£Ø­Ù…Ø¯ Ø®Ø§Ù„Ø¯ ØªÙˆÙ�ÙŠÙ‚, Tags: life"
"“Life is about accepting the challenges along the way, choosing to keep moving forward, and savoring the journey.”","Roy T. Bennett,","['challenge', 'enjoy-the-journey', 'inspiration', 'inspirational', 'inspirational-attitude', 'inspirational-life', 'inspirational-quotes', 'inspire', 'inspiring', 'keep-moving-forward', 'life', 'life-and-living', 'life-lessons', 'life-quotes', 'living', 'motivation', 'motivational', 'move-on', 'optimism', 'optimistic', 'positive', 'positive-affirmation', 'positive-life', 'positive-thinking']","“life is about accepting the challenges along the way, choosing to keep moving forward, and savoring the journey.”","Author: Roy T. Bennett,, Tags: challenge, enjoy-the-journey, inspiration, inspirational, inspirational-attitude, inspirational-life, inspirational-quotes, inspire, inspiring, keep-moving-forward, life, life-and-living, life-lessons, life-quotes, living, motivation, motivational, move-on, optimism, optimistic, positive, positive-affirmation, positive-life, positive-thinking"
“Have enough courage to trust love one more time and always one more time.”,Maya Angelou,"['courage', 'love', 'trust']",“have enough courage to trust love one more time and always one more time.”,"Author: Maya Angelou, Tags: courage, love, trust"
“I wantTo do with you what spring does with the cherry trees.”,"Pablo Neruda,",['love'],“i wantto do with you what spring does with the cherry trees.”,"Author: Pablo Neruda,, Tags: love"
“You is kind. You is smart. You is important.”,"Kathryn Stockett,",['inspirational'],“you is kind. you is smart. you is important.”,"Author: Kathryn Stockett,, Tags: inspirational"
"“War must be, while we defend our lives against a destroyer who would devour all; but I do not love the bright sword for its sharpness, nor the arrow for its swiftness, nor the warrior for his glory. I love only that which they defend.”","J.R.R. Tolkien,","['lotr', 'war']","“war must be, while we defend our lives against a destroyer who would devour all; but i do not love the bright sword for its sharpness, nor the arrow for its swiftness, nor the warrior for his glory. i love only that which they defend.”","Author: J.R.R. Tolkien,, Tags: lotr, war"
"“If you want to really hurt you parents, and you don't have the nerve to be gay, the least you can do is go into the arts. I'm not kidding. The arts are not a way to make a living. They are a very human way of making life more bearable. Practicing an art, no matter how well or badly, is a way to make your soul grow, for heaven's sake. Sing in the shower. Dance to the radio. Tell stories. Write a poem to a friend, even a lousy poem. Do it as well as you possible can. You will get an enormous reward. You will have created something.”","Kurt Vonnegut,","['art', 'arts-and-humanities', 'creative-process', 'writing']","“if you want to really hurt you parents, and you don't have the nerve to be gay, the least you can do is go into the arts. i'm not kidding. the arts are not a way to make a living. they are a very human way of making life more bearable. practicing an art, no matter how well or badly, is a way to make your soul grow, for heaven's sake. sing in the shower. dance to the radio. tell stories. write a poem to a friend, even a lousy poem. do it as well as you possible can. you will get an enormous reward. you will have created something.”","Author: Kurt Vonnegut,, Tags: art, arts-and-humanities, creative-process, writing"
"“Sometimes it seems safer to hold it all in, where the only person who can judge is yourself.”",Sarah Dessen,"['self-denial', 'self-disclosure']","“sometimes it seems safer to hold it all in, where the only person who can judge is yourself.”","Author: Sarah Dessen, Tags: self-denial, self-disclosure"
"“If you are irritated by every rub, how will your mirror be polished?”",Rumi,['inspirational'],"“if you are irritated by every rub, how will your mirror be polished?”","Author: Rumi, Tags: inspirational"
"“Every generation imagines itself to be more intelligent than the one that went before it, and wiser than the one that comes after it.”",George Orwell,['generations-intelligence-wisdom'],"“every generation imagines itself to be more intelligent than the one that went before it, and wiser than the one that comes after it.”","Author: George Orwell, Tags: generations-intelligence-wisdom"
"“How wrong is it for a woman to expect the man to build the world she wants, rather than to create it herself?”",Anais Nin,"['independence', 'women']","“how wrong is it for a woman to expect the man to build the world she wants, rather than to create it herself?”","Author: Anais Nin, Tags: independence, women"
"“Trees are poems the earth writes upon the sky, We fell them down and turn them into paper,That we may record our emptiness.”",Kahlil Gibran,"['poetry', 'wisdom']","“trees are poems the earth writes upon the sky, we fell them down and turn them into paper,that we may record our emptiness.”","Author: Kahlil Gibran, Tags: poetry, wisdom"
“For last year's words belong to last year's language And next year's words await another voice.”,"T.S. Eliot,","['language', 'new-year', 'voice', 'words']",“for last year's words belong to last year's language and next year's words await another voice.”,"Author: T.S. Eliot,, Tags: language, new-year, voice, words"
"“After silence, that which comes nearest to expressing the inexpressible is music.”","Aldous Huxley,",['music'],"“after silence, that which comes nearest to expressing the inexpressible is music.”","Author: Aldous Huxley,, Tags: music"
